Year	TaxonKey	ID	IPrice_Mean	IPrice_CI	IPrice_N	IPrice_pval	MatchCode
2011	1e+05	2011:1e+05	1915.45675575956	497.64813804986	12	0.00270407949566062	TaxonKey:Match
2011	100025	2011:100025	7233.38918432681	1607.54160227549	13	0.000727084351795756	TaxonKey:Match
2011	100035	2011:100035	1232.86237323623	243.714297411763	16	0.000141389325093012	TaxonKey:Match
2011	100139	2011:100139	1817.74544906028	388.544410784371	15	0.000355462554019596	TaxonKey:Match
2011	100339	2011:100339	1643.79753691142	277.75918744821	18	1.6859592599788e-05	TaxonKey:Match
2011	300036	2011:300036	3097.97197677619	794.974560935558	13	0.00212177454499611	TaxonKey:Match
2011	300044	2011:300044	3030.31703142966	829.744740313255	14	0.00292553192109763	TaxonKey:Match
2011	400043	2011:400043	732.948860745877	202.744606659667	16	0.00254543189513187	TaxonKey:Match
2011	400183	2011:400183	1927.45690769234	423.857567031997	12	0.000833660383340383	TaxonKey:Match
2011	400405	2011:400405	4981.23997985531	1601.01697192897	6	0.0265118463845336	TaxonKey:Match
2011	500108	2011:500108	1376.7443987939	32.655213752414	4	0	TaxonKey:Match
2011	500108	2011:500108	0.244170351395908	0.0042549497925229	4	0	TaxonKey:Match
2011	500352	2011:500352	1376.7443987939	32.655213752414	6	0	TaxonKey:Match
2011	500352	2011:500352	0.244170351395908	0.0042549497925229	6	0	TaxonKey:Match
2011	501135	2011:501135	2272.72504175297	446.593987353628	12	0.000350005843008976	TaxonKey:Match
2011	502724	2011:502724	1376.7443987939	32.655213752414	12	0	TaxonKey:Match
2011	502724	2011:502724	0.244170351395908	0.0042549497925229	12	0	TaxonKey:Match
2011	505897	2011:505897	1376.7443987939	32.655213752414	3	0	TaxonKey:Match
2011	505897	2011:505897	0.244170351395908	0.0042549497925229	3	0	TaxonKey:Match
2011	600076	2011:600076	2476.0909636172	414.829414334792	25	3.67793908060275e-06	Fam:Match
2011	600093	2011:600093	1707.22955041914	457.316862685169	6	0.0135269767559148	GenTGN:Match
2011	600107	2011:600107	1701.76667019826	432.992237697543	7	0.0077105495528721	TaxonKey:Match
2011	600115	2011:600115	2359.79561888614	750.14060816606	9	0.0136848248758239	TaxonKey:Match
2011	600117	2011:600117	1874.74984473422	368.312384311439	18	9.07889895343964e-05	GenTGN:Match
2011	600258	2011:600258	2347.95744443526	458.747014466346	4	0.0144357121521678	TaxonKey:Match
2011	600312	2011:600312	1376.7443987939	32.655213752414	3	0	TaxonKey:Match
2011	600312	2011:600312	0.244170351395908	0.0042549497925229	3	0	TaxonKey:Match
2011	600331	2011:600331	1376.7443987939	32.655213752414	4	0	Gen:Match
2011	600331	2011:600331	0.244170351395908	0.0042549497925229	4	0	Gen:Match
2011	600358	2011:600358	2961.86186691609	684.101245192751	6	0.00750243808922294	TaxonKey:Match
2011	600360	2011:600360	5990.61675710758	468.794593973986	6	5.22129419607633e-05	TaxonKey:Match
2011	600371	2011:600371	1354.64261974803	261.554940424678	26	2.3458216719221e-05	Gen:Match
