Year	TaxonKey	ID	IPrice_Mean	IPrice_CI	IPrice_N	IPrice_pval	MatchCode
2013	600066	2013:600066	2254.97117667047	435.475351066833	17	9.15281687908889e-05	TaxonKey:Match
2014	600066	2014:600066	2122.23174723104	414.707104801619	17	0.000103352904312013	TaxonKey:Match
2015	600066	2015:600066	1583.81019462589	359.49659605185	19	0.000341186434140542	TaxonKey:Match
2016	600066	2016:600066	2120.44398061404	389.497491895549	14	0.000112355175281988	TaxonKey:Match
2011	400359	2011:400359	2939.34799642539	387.377802443136	24	1.05006406512474e-07	TaxonKey:Match
2012	400359	2012:400359	2634.42370922069	336.677921740502	20	2.32511537336151e-07	TaxonKey:Match
2013	400359	2013:400359	3338.63966467962	484.168048273113	23	6.33497858605541e-07	TaxonKey:Match
2014	400359	2014:400359	3304.24930895708	524.323763854979	24	1.97764709534354e-06	TaxonKey:Match
2015	400359	2015:400359	3332.50789967591	426.510970059541	23	8.7147426089999e-08	TaxonKey:Match
2016	400359	2016:400359	3697.52762540109	461.683881707958	23	5.79662798736402e-08	TaxonKey:Match
2011	690109	2011:690109	10262.4863555359	1230.46982723177	61	1.29005521263008e-11	FamTGN:Match
2012	690109	2012:690109	8873.03986358167	1548.9036946233	70	2.42818493226578e-07	FamTGN:Match
2013	690109	2013:690109	10786.5782276514	1252.54588592919	76	8.16220814062382e-13	FamTGN:Match
2014	690109	2014:690109	10723.7054719452	1247.20513750522	77	7.85899754648442e-13	FamTGN:Match
2015	690109	2015:690109	11432.8770396931	1195.29952449825	76	1.26338348860874e-14	FamTGN:Match
2016	690109	2016:690109	12490.0884674533	1179.90188707324	83	5.25421831599317e-17	FamTGN:Match
2011	601350	2011:601350	1240.21766509255	276.928754204896	16	0.000441865298714068	TaxonKey:Match
2012	601350	2012:601350	1233.27147505934	264.530366343222	19	0.000193905094865453	TaxonKey:Match
2013	601350	2013:601350	1226.23806866572	277.424646702635	19	0.000330463497086197	TaxonKey:Match
2014	601350	2014:601350	1357.04675228127	300.481643742995	19	0.000267256490647814	TaxonKey:Match
2015	601350	2015:601350	1314.21038023108	295.957051998518	20	0.000280625503523242	TaxonKey:Match
2016	601350	2016:601350	1162.4138485861	242.06563754907	21	0.000108488330986395	TaxonKey:Match
2011	690085	2011:690085	7072.72279756474	882.95906922068	14	2.20503003293655e-06	TaxonKey:Match
2012	690085	2012:690085	6185.61099498356	870.782304260608	14	8.00918588220234e-06	TaxonKey:Match
2013	690085	2013:690085	6379.15269120324	894.631107408865	15	5.08800210047329e-06	TaxonKey:Match
2014	690085	2014:690085	6979.14338554527	989.958920178004	15	5.77419626579434e-06	TaxonKey:Match
2015	690085	2015:690085	7176.37568142439	1032.09502158928	15	6.72912033244752e-06	TaxonKey:Match
2016	690085	2016:690085	7754.3182286231	978.782835281613	14	2.48756575612136e-06	TaxonKey:Match
2011	602535	2011:602535	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	602535	2012:602535	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	602535	2013:602535	1274.58206065377	418.891400874788	10	0.0139556425461875	GenTGN:Match
2014	602535	2014:602535	1895.49352971422	536.733490242439	13	0.00413471222079312	GenTGN:Match
2015	602535	2015:602535	1681.59841327264	740.612238348994	14	0.0408267873852811	GenTGN:Match
2016	602535	2016:602535	1777.03808443577	355.119426564403	10	0.000734887546960351	GenTGN:Match
2011	690051	2011:690051	8007.06657427656	763.364527880765	129	5.8761564725187e-19	ISSTGN:Match
2012	690051	2012:690051	25369.0708810957	6074.23730463514	11	0.00189823298615733	FamTGN:Match
2013	690051	2013:690051	34094.3466154499	2315.90307740282	12	1.38764376461169e-08	FamTGN:Match
2014	690051	2014:690051	29823.7270985541	3709.54618348979	13	3.57385794930008e-06	FamTGN:Match
2015	690051	2015:690051	22771.2181177375	3311.39389995115	13	1.70655193682005e-05	FamTGN:Match
2016	690051	2016:690051	27177.5858260406	3650.3234274736	12	1.2848685830014e-05	FamTGN:Match
2011	501163	2011:501163	2501.73528207426	423.669894411477	13	7.19779577605594e-05	TaxonKey:Match
2012	501163	2012:501163	2260.88179712444	494.317205341353	12	0.00079846690557503	TaxonKey:Match
2013	501163	2013:501163	2790.55983703108	457.194985917934	10	0.000178451819115575	TaxonKey:Match
2014	501163	2014:501163	2469.28640755394	458.644429071438	10	0.000442240893573967	TaxonKey:Match
2015	501163	2015:501163	3214.32870301108	515.795138163903	11	9.73314905715469e-05	TaxonKey:Match
2016	501163	2016:501163	2402.90227317534	492.581311283121	11	0.000643701891192603	TaxonKey:Match
2011	300063	2011:300063	2164.50344765517	148.726309937298	137	1.62063899150603e-29	ISSTGN:Match
2012	300063	2012:300063	1793.14873765976	126.992926854806	141	1.05375068517405e-28	ISSTGN:Match
2013	300063	2013:300063	1831.68162173272	131.028523376242	156	2.99099605730478e-29	ISSTGN:Match
2014	300063	2014:300063	2129.98796654175	143.334591251037	145	7.25999503308064e-31	ISSTGN:Match
2015	300063	2015:300063	1843.61061829963	151.030892481577	162	1.11730876481023e-24	ISSTGN:Match
2016	300063	2016:300063	2027.35000512537	146.016334608191	156	5.39408168883112e-29	ISSTGN:Match
2011	400011	2011:400011	1624.73813129457	249.522710888394	29	4.6755709651704e-07	FamTGN:Match
2012	400011	2012:400011	1330.86333983756	200.557678677045	31	2.39389404595786e-07	FamTGN:Match
2013	400011	2013:400011	1634.16121715043	205.931544173307	41	9.67149196783818e-10	FamTGN:Match
2014	400011	2014:400011	1694.34703938776	214.324749051441	35	3.30663868955711e-09	FamTGN:Match
2015	400011	2015:400011	1738.67618626163	264.109223544807	38	1.02459119579335e-07	FamTGN:Match
2016	400011	2016:400011	1727.84279892984	276.147258121973	31	6.8138880695691e-07	FamTGN:Match
2011	500816	2011:500816	1679.48155253911	333.437408852985	12	0.000379828157194469	GenTGN:Match
2012	500816	2012:500816	1441.59564542063	290.51661323259	13	0.000329565390761668	GenTGN:Match
2013	500816	2013:500816	1303.71655938016	271.985601663299	16	0.000236967516186786	GenTGN:Match
2014	500816	2014:500816	1622.11013925115	287.370300102507	14	8.00099330854641e-05	GenTGN:Match
2015	500816	2015:500816	1473.21165781484	178.974784215745	15	9.81115273452411e-07	GenTGN:Match
2016	500816	2016:500816	1502.70568926759	220.212153349862	12	2.86147193246756e-05	GenTGN:Match
2011	600864	2011:600864	1679.48155253911	333.437408852985	12	0.000379828157194469	GenTGN:Match
2012	600864	2012:600864	1441.59564542063	290.51661323259	13	0.000329565390761668	GenTGN:Match
2013	600864	2013:600864	1303.71655938016	271.985601663299	16	0.000236967516186786	GenTGN:Match
2014	600864	2014:600864	1622.11013925115	287.370300102507	14	8.00099330854641e-05	GenTGN:Match
2015	600864	2015:600864	1473.21165781484	178.974784215745	15	9.81115273452411e-07	GenTGN:Match
2016	600864	2016:600864	1502.70568926759	220.212153349862	12	2.86147193246756e-05	GenTGN:Match
2011	600880	2011:600880	1679.48155253911	333.437408852985	12	0.000379828157194469	GenTGN:Match
2012	600880	2012:600880	1441.59564542063	290.51661323259	13	0.000329565390761668	GenTGN:Match
2013	600880	2013:600880	1303.71655938016	271.985601663299	16	0.000236967516186786	GenTGN:Match
2014	600880	2014:600880	1622.11013925115	287.370300102507	14	8.00099330854641e-05	GenTGN:Match
2015	600880	2015:600880	1473.21165781484	178.974784215745	15	9.81115273452411e-07	GenTGN:Match
2016	600880	2016:600880	1502.70568926759	220.212153349862	12	2.86147193246756e-05	GenTGN:Match
2011	600648	2011:600648	2240.22430967975	347.796479057971	10	0.000119364867282904	FamTGN:Match
2012	600648	2012:600648	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600648	2013:600648	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600648	2014:600648	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600648	2015:600648	2151.24747393706	124.336620476328	281	4.07440118730796e-46	ISSTGN:Match
2016	600648	2016:600648	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	290002	2011:290002	4375.00250276569	576.316966519729	36	6.70169001968964e-09	TaxonKey:Match
2012	290002	2012:290002	4050.90921437368	567.095686353369	36	2.4983811576787e-08	TaxonKey:Match
2013	290002	2013:290002	3199.49453343866	694.255920023156	35	5.49521927117039e-05	TaxonKey:Match
2014	290002	2014:290002	3801.12437764697	655.17805933282	35	1.5585470822596e-06	TaxonKey:Match
2016	290002	2016:290002	4922.59012986823	745.71598743119	35	1.44250086257524e-07	TaxonKey:Match
2011	600090	2011:600090	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	600090	2012:600090	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600090	2013:600090	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600090	2014:600090	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600090	2015:600090	2151.24747393706	124.336620476328	281	4.07440118730796e-46	ISSTGN:Match
2016	600090	2016:600090	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	600044	2011:600044	2245.96779364602	477.200169798964	20	0.000153633504654635	GenTGN:Match
2012	600044	2012:600044	2475.17247955948	482.573882953805	19	7.02672461603148e-05	GenTGN:Match
2013	600044	2013:600044	2710.83802830561	459.550128476099	25	4.37123908791001e-06	GenTGN:Match
2014	600044	2014:600044	2747.86596426983	484.611799802531	24	8.99046341222793e-06	GenTGN:Match
2015	600044	2015:600044	2363.08561337433	359.334288735963	26	6.87026637109071e-07	GenTGN:Match
2016	600044	2016:600044	2530.04759931282	395.188126761733	26	1.05604212110122e-06	GenTGN:Match
2011	300028	2011:300028	971.906043758226	86.6342070838669	134	5.75904891995749e-21	ISSTGN:Match
2012	300028	2012:300028	903.582952941738	83.4236603447765	139	3.62877364029036e-20	ISSTGN:Match
2013	300028	2013:300028	1085.98182094563	80.7139785070143	156	7.84479260270708e-28	ISSTGN:Match
2014	300028	2014:300028	1032.86702475525	82.3368964838553	152	3.49781046583496e-25	ISSTGN:Match
2015	300028	2015:300028	1059.79482080419	82.36032021289	156	3.07349952492151e-26	ISSTGN:Match
2016	300028	2016:300028	1139.92216895998	96.7826907593772	145	7.54119515757032e-23	ISSTGN:Match
2011	600301	2011:600301	3015.5428830111	538.364017890866	15	6.5312814425694e-05	TaxonKey:Match
2012	600301	2012:600301	2546.56825772217	449.632816577565	17	3.52415661667753e-05	TaxonKey:Match
2013	600301	2013:600301	1831.91078866593	606.26170330784	16	0.00858562715656498	TaxonKey:Match
2014	600301	2014:600301	2161.36424095231	434.856722586817	18	0.00011661143209968	TaxonKey:Match
2015	600301	2015:600301	2422.26912587471	411.845078698097	18	1.81278143749254e-05	TaxonKey:Match
2016	600301	2016:600301	2261.29058038196	499.685094516845	16	0.000402390102601354	TaxonKey:Match
2011	690091	2011:690091	4450.34217547977	1844.20066617966	11	0.0364860710262217	TaxonKey:Match
2012	690091	2012:690091	5720.49093429564	1379.69261469981	11	0.00199202536377551	TaxonKey:Match
2013	690091	2013:690091	6147.35971846613	1547.20819409685	12	0.00218411262859144	TaxonKey:Match
2014	690091	2014:690091	6023.54226478087	1381.99621170435	11	0.00142431152417418	TaxonKey:Match
2015	690091	2015:690091	6222.27788930784	1304.38959106039	12	0.000580437033790066	TaxonKey:Match
2016	690091	2016:690091	9442.87570278699	1609.52118889104	12	0.000108197612164856	TaxonKey:Match
2011	390045	2011:390045	8007.06657427656	763.364527880765	129	5.8761564725187e-19	ISSTGN:Match
2012	390045	2012:390045	7677.84344865921	968.136293042609	136	7.35746754046315e-13	ISSTGN:Match
2013	390045	2013:390045	9847.06702821806	806.168649894389	151	2.96089326286187e-24	ISSTGN:Match
2014	390045	2014:390045	9794.75275103401	843.503586200487	153	1.02515321121028e-22	ISSTGN:Match
2015	390045	2015:390045	10517.9744702581	780.6463192494	151	1.28517707640349e-27	ISSTGN:Match
2016	390045	2016:390045	11614.3360857785	808.065899197611	157	2.26306180331271e-30	ISSTGN:Match
2011	600063	2011:600063	12377.6208136619	1751.23935679709	15	5.61292666439639e-06	TaxonKey:Match
2012	600063	2012:600063	12335.9309916529	1555.56372043198	18	4.11163389852503e-07	TaxonKey:Match
2013	600063	2013:600063	13901.567200678	1659.17312135055	17	3.02821061341904e-07	TaxonKey:Match
2014	600063	2014:600063	13339.3333345348	1880.11970902671	16	3.65502347761889e-06	TaxonKey:Match
2015	600063	2015:600063	13563.9965285971	1772.36344897967	16	1.48012038469136e-06	TaxonKey:Match
2016	600063	2016:600063	8895.58663499268	2757.31979964501	18	0.00496008646676643	TaxonKey:Match
2011	601753	2011:601753	10431.9641699472	2612.74478890982	11	0.00254807829378754	TaxonKey:Match
2012	601753	2012:601753	6898.30315238546	964.897919466044	37	2.09352726149047e-08	Gen:Match
2013	601753	2013:601753	8896.30011702595	2677.15841409287	11	0.00770784586087285	GenTGN:Match
2014	601753	2014:601753	10378.9877868754	3217.36043880741	10	0.0103901357404055	GenTGN:Match
2015	601753	2015:601753	11666.689134429	2611.21766591684	10	0.00155935529325792	TaxonKey:Match
2016	601753	2016:601753	14209.7322231768	2040.71344984493	10	6.58805646551873e-05	TaxonKey:Match
2011	601754	2011:601754	8943.89307023779	1371.27683526836	19	3.93681363900964e-06	GenTGN:Match
2012	601754	2012:601754	10000.3782000613	1424.59899803746	20	1.10287710980055e-06	GenTGN:Match
2013	601754	2013:601754	10737.0704778796	1333.85749736876	28	1.19419888216356e-08	GenTGN:Match
2014	601754	2014:601754	9602.12464084492	1186.34549331305	27	1.42039930306111e-08	GenTGN:Match
2015	601754	2015:601754	9668.68551160173	1081.45720655341	23	8.89213626789629e-09	GenTGN:Match
2016	601754	2016:601754	10099.1688005635	1198.92725474972	26	9.05826131939088e-09	GenTGN:Match
2011	602058	2011:602058	2398.69853918792	331.428050614346	10	4.88172461230484e-05	TaxonKey:Match
2012	602058	2012:602058	1832.21917424273	300.628194364909	10	0.000180415442022996	TaxonKey:Match
2013	602058	2013:602058	1497.86709492305	256.603651504052	16	3.26978543176463e-05	GenTGN:Match
2014	602058	2014:602058	1514.40203227445	306.778902680579	15	0.000218895923427084	GenTGN:Match
2015	602058	2015:602058	1485.94057565208	313.219702993683	15	0.000313933204465826	GenTGN:Match
2016	602058	2016:602058	1346.12225487061	282.803017804235	16	0.000253031443660592	GenTGN:Match
2011	607616	2011:607616	1990.33284865581	270.101010559805	19	7.73943030738908e-07	GenTGN:Match
2012	607616	2012:607616	1598.14793540546	229.051421596353	20	1.20036215874045e-06	GenTGN:Match
2013	607616	2013:607616	1497.86709492305	256.603651504052	16	3.26978543176463e-05	GenTGN:Match
2014	607616	2014:607616	1514.40203227445	306.778902680579	15	0.000218895923427084	GenTGN:Match
2015	607616	2015:607616	1485.94057565208	313.219702993683	15	0.000313933204465826	GenTGN:Match
2016	607616	2016:607616	1346.12225487061	282.803017804235	16	0.000253031443660592	GenTGN:Match
2011	600641	2011:600641	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	600641	2012:600641	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600641	2013:600641	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600641	2014:600641	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600641	2015:600641	2151.24747393706	124.336620476328	281	4.07440118730796e-46	ISSTGN:Match
2016	600641	2016:600641	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	500366	2011:500366	14943.799808922	3427.61897662749	12	0.0011366365852891	TaxonKey:Match
2012	500366	2012:500366	10965.2070114011	4014.52025738097	12	0.019529871433863	TaxonKey:Match
2013	500366	2013:500366	14324.0178859991	3131.75423657248	12	0.000798397411159344	TaxonKey:Match
2014	500366	2014:500366	13726.133702637	3680.63262519659	12	0.00332758713603556	TaxonKey:Match
2015	500366	2015:500366	15170.9965716499	3537.64796537092	12	0.00128049045375251	TaxonKey:Match
2016	500366	2016:500366	14239.7502887552	4053.73218431882	12	0.00486002453534022	TaxonKey:Match
2011	600097	2011:600097	2731.55328383889	577.151822055854	14	0.000391355100203754	TaxonKey:Match
2012	600097	2012:600097	2890.08860977318	711.083516457105	11	0.00227067101635317	TaxonKey:Match
2013	600097	2013:600097	3235.29654055731	910.729684054929	10	0.00619234307139868	TaxonKey:Match
2014	600097	2014:600097	3345.29006154076	522.636525610862	13	3.39845228419924e-05	TaxonKey:Match
2015	600097	2015:600097	3928.33124646344	410.563038939305	11	2.37869724918179e-06	TaxonKey:Match
2016	600097	2016:600097	4719.59825051169	553.114406059866	11	6.66536073247993e-06	TaxonKey:Match
2013	600807	2013:600807	1618.21595660345	401.754853002625	24	0.00052491616067362	FamTGN:Match
2011	600636	2011:600636	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	600636	2012:600636	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600636	2013:600636	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600636	2014:600636	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600636	2015:600636	2151.24747393706	124.336620476328	281	4.07440118730796e-46	ISSTGN:Match
2016	600636	2016:600636	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	600637	2011:600637	2321.44436219087	137.040942164299	246	3.9128019216033e-43	ISSTGN:Match
2012	600637	2012:600637	2021.50256470977	121.043424203155	245	2.85814503294679e-42	ISSTGN:Match
2013	600637	2013:600637	2221.77400491102	125.94712900096	266	1.34152035325517e-46	ISSTGN:Match
2014	600637	2014:600637	2347.6999664842	155.019267439971	271	6.33046949977244e-38	ISSTGN:Match
2015	600637	2015:600637	2151.24747393706	124.336620476328	281	4.07440118730796e-46	ISSTGN:Match
2016	600637	2016:600637	2189.69527553041	139.300090430185	256	2.15829654692084e-39	ISSTGN:Match
2011	600752	2011:600752	2598.79310536699	754.468312255703	11	0.00628345514082673	GenTGN:Match
2012	600752	2012:600752	2676.03271767871	728.256793529585	12	0.0036603071178705	TaxonKey:Match
2013	600752	2013:600752	3748.0317093475	1048.8831082926	14	0.00340088922667818	GenTGN:Match
2014	600752	2014:600752	2613.01935529708	884.153698071097	12	0.013082679000405	TaxonKey:Match
2015	600752	2015:600752	3050.09655114331	862.916133901953	12	0.00467656212548573	GenTGN:Match
2016	600752	2016:600752	2769.63076797348	890.983280498163	11	0.0110887699390582	GenTGN:Match
2011	607614	2011:607614	2049.02840601859	356.806094403766	15	5.08909819469709e-05	GenTGN:Match
2012	607614	2012:607614	1963.85590931204	310.628109662419	15	1.88389297980537e-05	GenTGN:Match
2013	607614	2013:607614	1938.12908083231	318.518051377434	14	3.87418114068022e-05	GenTGN:Match
2014	607614	2014:607614	2138.66524666527	351.674859511125	15	2.83114296064009e-05	GenTGN:Match
2015	607614	2015:607614	1903.9398789301	421.342028747111	14	0.0005771531017639	GenTGN:Match
2016	607614	2016:607614	1996.98844499989	490.794241151901	14	0.00132841344230624	GenTGN:Match
2011	604326	2011:604326	1708.22770892601	415.967764925432	10	0.00265029924154297	GenTGN:Match
2012	604326	2012:604326	1613.49094356531	372.09668225851	10	0.00188787701414133	GenTGN:Match
2013	604326	2013:604326	1718.60135194089	407.297652297159	10	0.00224103250905535	GenTGN:Match
2014	604326	2014:604326	1412.79344732342	307.455946354848	10	0.00129954022678324	GenTGN:Match
2015	604326	2015:604326	1730.38896535804	434.756914170704	10	0.00320516972527197	GenTGN:Match
2016	604326	2016:604326	1396.17545949848	400.004337580912	10	0.00682584316624262	GenTGN:Match
2011	600692	2011:600692	3423.44491530468	1294.98043794813	12	0.0228448258405282	TaxonKey:Match
2012	600692	2012:600692	3717.12845241637	1106.21559894984	18	0.00371401672851008	FamTGN:Match
2013	600692	2013:600692	4310.08641958493	1267.48450421529	17	0.00365627409866789	FamTGN:Match
2014	600692	2014:600692	5529.59987767413	1447.5045035288	12	0.00284269144213608	TaxonKey:Match
2015	600692	2015:600692	4506.75372168717	1006.49292714445	18	0.000331193706115383	FamTGN:Match
2016	600692	2016:600692	7206.02653357832	1884.54690015274	11	0.0033529667051619	TaxonKey:Match
2011	600706	2011:600706	7662.11461195835	607.244484236239	122	8.23237955905775e-24	FamTGN:Match
2012	600706	2012:600706	7602.72867363009	612.418057070194	115	6.59753654893101e-23	FamTGN:Match
2013	600706	2013:600706	10648.8337500582	1310.90919334597	11	1.02966309076604e-05	Gen:Match
2014	600706	2014:600706	12376.9511550359	995.081820584931	10	5.66989728574458e-07	TaxonKey:Match
2015	600706	2015:600706	11358.5704252526	1063.91698391448	10	2.07029422101493e-06	TaxonKey:Match
2016	600706	2016:600706	13467.1207889567	1274.59295036768	10	2.25899411909129e-06	TaxonKey:Match
2011	504212	2011:504212	4359.64150893806	778.787914361431	14	8.65444745789449e-05	TaxonKey:Match
2012	504212	2012:504212	3897.78440270225	620.661821871985	14	2.83296829185567e-05	TaxonKey:Match
2013	504212	2013:504212	4037.04616164125	680.687720731037	13	6.91510888101809e-05	TaxonKey:Match
2014	504212	2014:504212	3867.59748549692	676.370478841013	13	9.63351363812806e-05	TaxonKey:Match
2015	504212	2015:504212	4699.66359805556	841.463269922223	11	0.000232449213458056	TaxonKey:Match
2016	504212	2016:504212	5323.15402794725	1124.62021552716	11	0.000800185100637082	TaxonKey:Match
2011	500112	2011:500112	6602.23547091528	951.729022690002	12	2.4643627751771e-05	TaxonKey:Match
2012	500112	2012:500112	6719.77568085428	991.741993994456	12	3.05080451854041e-05	TaxonKey:Match
2013	500112	2013:500112	7119.10497695221	1174.25070593663	12	8.15995449303861e-05	TaxonKey:Match
2014	500112	2014:500112	7065.9796549892	1160.34143509065	12	7.8530468236332e-05	TaxonKey:Match
2015	500112	2015:500112	7045.35921567704	1447.57465046103	11	0.000654525970561423	TaxonKey:Match
2016	500112	2016:500112	8801.29770921696	1319.590968799	10	9.16485653109277e-05	TaxonKey:Match
