"","Year","FishingEntityID","TaxonKey","EndProduct","ObservedPrice","USD","Index","nominalUSD"
"1",2011,101,1e+05,"DHC",1104.89977669103,1537.62356174134,673.818,1490.56961268818
"2",2011,101,100011,"DHC",611.015073115596,850.313478943142,673.818,824.292411034882
"3",2011,101,100025,"DHC",1387.5871461104,1931.0228265395,673.818,1871.93017736236
"4",2011,101,100031,"DHC",433.792351510523,603.683116475354,673.818,585.209365608321
"5",2011,101,100035,"DHC",276.315066903607,384.531308900726,673.818,372.763983614769
"6",2011,101,100036,"DHC",1189.80402283985,1655.77977113193,673.818,1605.11003704833
"7",2011,101,100039,"DHC",896.245918104724,1247.25234800884,673.818,1209.08426194414
"8",2011,101,100047,"DHC",2077.7853343415,2891.53075575062,673.818,2803.04489727908
"9",2011,101,100139,"DHC",1104.89977669103,1537.62356174134,673.818,1490.56961268818
"10",2011,101,100339,"DHC",1032.23195683596,1436.49606190226,673.818,1392.53678981925
"11",2011,101,200538,"DHC",2227.62562287576,3100.05460832881,673.818,3005.18755814057
"12",2011,101,300031,"DHC",1847.04323810162,2570.42065024714,673.818,2491.76131818997
"13",2011,101,300036,"DHC",1607.00491412724,2236.37353534115,673.818,2167.9366246342
"14",2011,101,300044,"DHC",1306.76716477852,1818.55044653092,673.818,1762.89964734261
"15",2011,101,400043,"DHC",510.418600996631,710.319328323062,673.818,688.582324339758
"16",2011,101,400122,"DHC",489.439805971329,681.124382131244,673.818,660.280794160091
"17",2011,101,400183,"DHC",1635.95538193961,2276.66218628563,673.818,2206.99237295145
"18",2011,101,400330,"DHC",489.478275878523,681.177918422016,673.818,660.33269214747
"19",2011,101,400405,"DHC",529.430641761126,736.777259126363,673.818,714.23059655103
"20",2011,101,500108,"DHC",2227.62562287576,3100.05460832881,673.818,3005.18755814057
"21",2011,101,500124,"DHC",239.74446165479,333.638164125074,673.818,323.428257378357
"22",2011,101,500352,"DHC",652.84604393523,908.527162844329,673.818,880.724655197086
"23",2011,101,500661,"DHC",909.031083774388,1265.04470564087,673.818,1226.33214255957
"24",2011,101,501135,"DHC",2197.65756516889,3058.34983781315,673.818,2964.75902596825
"25",2011,101,501940,"DHC",1168.75425056708,1626.4860501097,673.818,1576.71275471946
"26",2011,101,502724,"DHC",1658.62611795741,2308.2117065212,673.818,2237.5764231235
"27",2011,101,503663,"DHC",583.685899431276,812.281086986488,673.818,787.423876265401
"28",2011,101,505897,"DHC",2936.86965527128,4087.0675105323,673.818,3961.99615288501
"29",2011,101,600024,"DHC",255.759152464546,355.924860568103,673.818,345.032942238651
"30",2011,101,600026,"DHC",2537.29555251319,3531.00390365702,673.818,3422.94905725427
"31",2011,101,600047,"DHC",654.820287938025,911.274601263056,673.818,883.388017232881
"32",2011,101,600069,"DHC",1430.17509483846,1990.28995175027,673.818,1929.38362570215
"33",2011,101,600076,"DHC",2936.86965527096,4087.06751053185,673.818,3961.99615288458
"34",2011,101,600093,"DHC",3755.99656592496,5226.99790462604,673.818,5067.04269892748
"35",2011,101,600097,"DHC",1098.82878258444,1529.17491890657,673.818,1482.37951298412
"36",2011,101,600107,"DHC",1169.68384453194,1627.77971095875,673.818,1577.96682730178
"37",2011,101,600115,"DHC",1055.05795697216,1468.2616540131,673.818,1423.33029969228
"38",2011,101,600117,"DHC",1558.33900075613,2168.64806681297,673.818,2102.28367295932
"39",2011,101,600118,"DHC",1558.33900075612,2168.64806681296,673.818,2102.2836729593
"40",2011,101,600236,"DHC",2658.72063022375,3699.98399073169,673.818,3586.75806045247
"41",2011,101,600238,"DHC",3677.08435406507,5117.1804543698,673.818,4960.58585320286
"42",2011,101,600258,"DHC",1208.71166084488,1682.0924108,673.818,1630.61746428522
"43",2011,101,600272,"DHC",422.387110949013,587.811118865556,673.818,569.823078666262
"44",2011,101,600312,"DHC",3046.75253352963,4239.98500242282,673.818,4110.2341041833
"45",2011,101,600331,"DHC",2767.05066159904,3850.74047761023,673.818,3732.90113724188
"46",2011,101,600358,"DHC",879.482455405179,1223.92363008621,673.818,1186.46944326963
"47",2011,101,600360,"DHC",1727.32885341237,2403.82123330379,673.818,2330.26013248618
"48",2011,101,600364,"DHC",809.137558084919,1126.02880392213,673.818,1091.57036865196
"49",2011,101,600371,"DHC",909.031083774371,1265.04470564085,673.818,1226.33214255955
"50",2011,101,600385,"DHC",449.520865602726,625.571557734506,673.818,606.427982584413
"51",2011,101,600391,"DHC",519.446333585374,722.882688937654,673.818,700.761224319768
"52",2011,101,600516,"DHC",4025.70908528655,5602.34083926668,673.818,5430.89948847807
"53",2011,101,600521,"DHC",2537.29555251315,3531.00390365697,673.818,3422.94905725422
"54",2011,101,601043,"DHC",1168.7542505671,1626.48605010973,673.818,1576.71275471949
"55",2011,101,601047,"DHC",1168.75425056709,1626.48605010972,673.818,1576.71275471948
"56",2011,101,601198,"DHC",1157.22563372063,1610.44235703333,673.818,1561.16002649002
"57",2011,101,601288,"DHC",349.627339913233,486.555656015729,673.818,471.666208676768
"58",2011,101,601334,"DHC",1657.76008457458,2307.00649916865,673.818,2236.4080972072
"59",2011,101,601341,"DHC",413.099994959321,574.886789738491,673.818,557.294256436609
"60",2011,101,601348,"DHC",1374.16675822684,1912.3464677848,673.818,1853.82534759252
"61",2011,101,601350,"DHC",1107.17847870859,1540.79469634224,673.818,1493.64370506778
"62",2011,101,601356,"DHC",4475.22995088943,6227.9123970014,673.818,6037.32747106269
"63",2011,101,601357,"DHC",219.311034328462,305.202173850747,673.818,295.862457748176
"64",2011,101,601371,"DHC",7492.01442671212,10426.1926289085,673.818,10107.1330430736
"65",2011,101,601753,"DHC",4475.22995088942,6227.91239700139,673.818,6037.32747106268
"66",2011,101,601773,"DHC",2936.86965527114,4087.0675105321,673.818,3961.99615288482
"67",2011,101,601894,"DHC",2936.86965527118,4087.06751053216,673.818,3961.99615288488
"68",2011,101,602951,"DHC",454.463450501335,632.449860324781,673.818,613.095797180286
"69",2011,101,604239,"DHC",2247.60432801374,3127.85778867268,673.818,3032.13991292221
"70",2011,101,605355,"DHC",652.84604393523,908.527162844329,673.818,880.724655197086
"71",2011,101,690269,"DHC",2077.7853343415,2891.53075575062,673.818,2803.04489727908
"72",2011,208,500679,"DHC",5886.6,8183.1615185564,673.818,7932.74257677593
"73",2011,208,501163,"DHC",3570,4962.77760018455,673.818,4810.90799427345
"74",2011,208,504212,"DHC",11930,16584.2960140621,673.818,16076.7877791827
"75",2011,208,590010,"DHC",12129.3,16861.3496767278,673.818,16345.3631190311
"76",2011,208,590024,"DHC",6480,9008.06690453665,673.818,8732.40442658037
"77",2011,208,590082,"DHC",24330,33821.9549054594,673.818,32786.9443979476
"78",2011,208,590096,"DHC",19107.6,26562.120244618,673.818,25749.2732748962
"79",2011,208,600030,"DHC",10297.8,14315.3196557928,673.818,13877.246034574
"80",2011,208,600063,"DHC",6499.99999999999,9035.86958016792,673.818,8759.3562920945
"81",2011,208,600066,"DHC",2670,3711.65719677668,673.818,3598.07404613728
"82",2011,208,600097,"DHC",3570,4962.77760018455,673.818,4810.90799427345
