TaxonKey,Year,FishingEntityID,FishingEntityName,ObservedPrice
601180,1980,15,Brazil,8.21E-10
601180,1981,15,Brazil,1.52E-09
690667,1980,15,Brazil,2.24E-09
400412,1980,15,Brazil,2.38E-09
100039,1980,15,Brazil,2.75E-09
690374,1980,15,Brazil,2.78E-09
690667,1981,15,Brazil,3.24E-09
300059,1980,15,Brazil,3.27E-09
502769,1980,15,Brazil,3.50E-09
500142,1980,15,Brazil,3.74E-09
400043,1980,15,Brazil,3.86E-09
400454,1980,15,Brazil,4.08E-09
690374,1981,15,Brazil,4.23E-09
100064,1980,15,Brazil,4.38E-09
500477,1980,15,Brazil,4.65E-09
300059,1981,15,Brazil,4.78E-09
502769,1981,15,Brazil,4.97E-09
500915,1980,15,Brazil,4.99E-09
400017,1980,15,Brazil,5.37E-09
600465,1980,15,Brazil,5.42E-09
502307,1982,15,Brazil,5.60E-09
400412,1982,15,Brazil,5.75E-09
601288,1980,15,Brazil,6.21E-09
400043,1981,15,Brazil,6.38E-09
690667,1982,15,Brazil,6.45E-09
100064,1981,15,Brazil,6.53E-09
600967,1980,15,Brazil,6.53E-09
500142,1981,15,Brazil,6.61E-09
600226,1980,15,Brazil,6.63E-09
400314,1980,15,Brazil,6.67E-09
300062,1980,15,Brazil,6.69E-09
501164,1980,15,Brazil,6.74E-09
690629,1980,15,Brazil,7.04E-09
590062,1980,15,Brazil,7.07E-09
690374,1982,15,Brazil,7.17E-09
600407,1980,15,Brazil,7.23E-09
690672,1980,15,Brazil,7.40E-09
100039,1980,15,Brazil,7.51E-09
600425,1980,15,Brazil,8.13E-09
400303,1980,15,Brazil,8.23E-09
626675,1980,15,Brazil,8.24E-09
300026,1981,15,Brazil,8.39E-09
503208,1980,15,Brazil,8.57E-09
601077,1980,15,Brazil,8.58E-09
690669,1980,15,Brazil,8.61E-09
400460,1980,15,Brazil,8.67E-09
400145,1980,15,Brazil,8.70E-09
500915,1981,15,Brazil,8.73E-09
600465,1981,15,Brazil,8.80E-09
400412,1981,15,Brazil,8.90E-09
300032,1980,15,Brazil,9.06E-09
400331,1980,15,Brazil,9.18E-09
603862,1980,15,Brazil,9.45E-09
300059,1982,15,Brazil,9.46E-09
500152,1980,15,Brazil,9.51E-09
400017,1981,15,Brazil,9.59E-09
502769,1982,15,Brazil,9.72E-09
200004,1980,15,Brazil,9.87E-09
400416,1980,15,Brazil,9.96E-09
400419,1980,15,Brazil,9.96E-09
502417,1981,15,Brazil,1.00E-08
400331,1980,15,Brazil,1.02E-08
500349,1980,15,Brazil,1.02E-08
502794,1980,15,Brazil,1.03E-08
600228,1982,15,Brazil,1.03E-08
300057,1982,15,Brazil,1.05E-08
647756,1980,15,Brazil,1.05E-08
690024,1980,15,Brazil,1.05E-08
300062,1980,15,Brazil,1.06E-08
100064,1982,15,Brazil,1.08E-08
600364,1980,15,Brazil,1.08E-08
601288,1981,15,Brazil,1.08E-08
300026,1980,15,Brazil,1.09E-08
400454,1981,15,Brazil,1.09E-08
601061,1980,15,Brazil,1.10E-08
690032,1980,15,Brazil,1.11E-08
501164,1981,15,Brazil,1.13E-08
400021,1980,15,Brazil,1.14E-08
690672,1981,15,Brazil,1.16E-08
502417,1980,15,Brazil,1.18E-08
600407,1981,15,Brazil,1.18E-08
607535,1980,15,Brazil,1.20E-08
100039,1981,15,Brazil,1.23E-08
400314,1980,15,Brazil,1.23E-08
590112,1980,15,Brazil,1.23E-08
501905,1980,15,Brazil,1.24E-08
400330,1980,15,Brazil,1.26E-08
600016,1980,15,Brazil,1.26E-08
600226,1981,15,Brazil,1.26E-08
600325,1981,15,Brazil,1.27E-08
503208,1981,15,Brazil,1.28E-08
400308,1980,15,Brazil,1.29E-08
600175,1980,15,Brazil,1.29E-08
300062,1981,15,Brazil,1.30E-08
601079,1980,15,Brazil,1.30E-08
400206,1980,15,Brazil,1.32E-08
500372,1980,15,Brazil,1.33E-08
690669,1981,15,Brazil,1.33E-08
600967,1981,15,Brazil,1.34E-08
504067,1980,15,Brazil,1.35E-08
400331,1980,15,Brazil,1.36E-08
400314,1980,15,Brazil,1.38E-08
500142,1982,15,Brazil,1.43E-08
400364,1980,15,Brazil,1.44E-08
600325,1980,15,Brazil,1.44E-08
626675,1981,15,Brazil,1.45E-08
601077,1981,15,Brazil,1.48E-08
100039,1981,15,Brazil,1.51E-08
100058,1980,15,Brazil,1.54E-08
500504,1980,15,Brazil,1.54E-08
500152,1980,15,Brazil,1.56E-08
603541,1980,15,Brazil,1.56E-08
400043,1982,15,Brazil,1.58E-08
500349,1981,15,Brazil,1.58E-08
500915,1982,15,Brazil,1.58E-08
690666,1980,15,Brazil,1.58E-08
400314,1981,15,Brazil,1.60E-08
601094,1980,15,Brazil,1.60E-08
200004,1981,15,Brazil,1.61E-08
690629,1981,15,Brazil,1.62E-08
300062,1981,15,Brazil,1.65E-08
400313,1982,15,Brazil,1.65E-08
400331,1981,15,Brazil,1.66E-08
300032,1981,15,Brazil,1.67E-08
600119,1980,15,Brazil,1.67E-08
690022,1981,15,Brazil,1.68E-08
400327,1980,15,Brazil,1.71E-08
400331,1980,15,Brazil,1.71E-08
690022,1980,15,Brazil,1.74E-08
690024,1981,15,Brazil,1.74E-08
400145,1981,15,Brazil,1.75E-08
400416,1981,15,Brazil,1.76E-08
400448,1980,15,Brazil,1.76E-08
590062,1981,15,Brazil,1.76E-08
601119,1980,15,Brazil,1.76E-08
390009,1980,15,Brazil,1.78E-08
690629,1982,15,Brazil,1.79E-08
600171,1980,15,Brazil,1.80E-08
601112,1980,15,Brazil,1.83E-08
600425,1981,15,Brazil,1.84E-08
400331,1981,15,Brazil,1.86E-08
400021,1981,15,Brazil,1.87E-08
647756,1981,15,Brazil,1.87E-08
100047,1980,15,Brazil,1.90E-08
600364,1981,15,Brazil,1.90E-08
400017,1982,15,Brazil,1.91E-08
400314,1981,15,Brazil,1.91E-08
300051,1980,15,Brazil,1.92E-08
500152,1981,15,Brazil,1.92E-08
400264,1980,15,Brazil,1.93E-08
603862,1981,15,Brazil,1.95E-08
390009,1981,15,Brazil,1.96E-08
502794,1981,15,Brazil,2.00E-08
607535,1981,15,Brazil,2.01E-08
600143,1981,15,Brazil,2.03E-08
601935,1980,15,Brazil,2.04E-08
690024,1982,15,Brazil,2.07E-08
600146,1981,15,Brazil,2.08E-08
501164,1982,15,Brazil,2.10E-08
601288,1982,15,Brazil,2.11E-08
300061,1980,15,Brazil,2.12E-08
603542,1980,15,Brazil,2.13E-08
600142,1981,15,Brazil,2.14E-08
690374,1983,15,Brazil,2.14E-08
400330,1981,15,Brazil,2.15E-08
690032,1981,15,Brazil,2.15E-08
601178,1980,15,Brazil,2.16E-08
505171,1980,15,Brazil,2.18E-08
600078,1980,15,Brazil,2.19E-08
601208,1980,15,Brazil,2.19E-08
690667,1983,15,Brazil,2.19E-08
400331,1981,15,Brazil,2.20E-08
600181,1980,15,Brazil,2.20E-08
601403,1980,15,Brazil,2.20E-08
600016,1981,15,Brazil,2.21E-08
690669,1983,15,Brazil,2.25E-08
500366,1980,15,Brazil,2.26E-08
400460,1981,15,Brazil,2.29E-08
400206,1981,15,Brazil,2.30E-08
601112,1981,15,Brazil,2.31E-08
690672,1982,15,Brazil,2.31E-08
400331,1981,15,Brazil,2.33E-08
400314,1981,15,Brazil,2.35E-08
504067,1981,15,Brazil,2.36E-08
100039,1982,15,Brazil,2.38E-08
601061,1981,15,Brazil,2.38E-08
300059,1983,15,Brazil,2.41E-08
500467,1980,15,Brazil,2.45E-08
300062,1982,15,Brazil,2.47E-08
614115,1983,15,Brazil,2.47E-08
100058,1981,15,Brazil,2.49E-08
500142,1983,15,Brazil,2.49E-08
600107,1981,15,Brazil,2.50E-08
600146,1982,15,Brazil,2.50E-08
600188,1980,15,Brazil,2.52E-08
400364,1981,15,Brazil,2.56E-08
501560,1980,15,Brazil,2.56E-08
400454,1982,15,Brazil,2.61E-08
500116,1980,15,Brazil,2.61E-08
500504,1981,15,Brazil,2.63E-08
400326,1980,15,Brazil,2.64E-08
501905,1981,15,Brazil,2.64E-08
600175,1981,15,Brazil,2.66E-08
690666,1981,15,Brazil,2.66E-08
400314,1982,15,Brazil,2.67E-08
400419,1981,15,Brazil,2.72E-08
600967,1982,15,Brazil,2.72E-08
400303,1981,15,Brazil,2.76E-08
600115,1980,15,Brazil,2.76E-08
600325,1982,15,Brazil,2.76E-08
300026,1982,15,Brazil,2.77E-08
502769,1983,15,Brazil,2.77E-08
601079,1981,15,Brazil,2.78E-08
601119,1981,15,Brazil,2.79E-08
601094,1981,15,Brazil,2.80E-08
100064,1983,15,Brazil,2.81E-08
400314,1980,15,Brazil,2.82E-08
600407,1982,15,Brazil,2.82E-08
626675,1982,15,Brazil,2.86E-08
500477,1981,15,Brazil,2.87E-08
300061,1981,15,Brazil,2.90E-08
503028,1980,15,Brazil,2.93E-08
500152,1981,15,Brazil,2.96E-08
600119,1981,15,Brazil,2.96E-08
503208,1982,15,Brazil,2.97E-08
400331,1982,15,Brazil,3.00E-08
600078,1981,15,Brazil,3.00E-08
600107,1982,15,Brazil,3.00E-08
400264,1981,15,Brazil,3.01E-08
100047,1981,15,Brazil,3.02E-08
400145,1982,15,Brazil,3.04E-08
400416,1980,15,Brazil,3.07E-08
300032,1982,15,Brazil,3.10E-08
300051,1981,15,Brazil,3.13E-08
200004,1982,15,Brazil,3.14E-08
601077,1982,15,Brazil,3.14E-08
400412,1983,15,Brazil,3.16E-08
400043,1983,15,Brazil,3.17E-08
400419,1982,15,Brazil,3.18E-08
600425,1982,15,Brazil,3.18E-08
300062,1982,15,Brazil,3.19E-08
400327,1981,15,Brazil,3.19E-08
600226,1982,15,Brazil,3.21E-08
400416,1982,15,Brazil,3.22E-08
600143,1982,15,Brazil,3.23E-08
600115,1981,15,Brazil,3.31E-08
400313,1981,15,Brazil,3.32E-08
603541,1981,15,Brazil,3.32E-08
400448,1981,15,Brazil,3.35E-08
400206,1982,15,Brazil,3.39E-08
400323,1980,15,Brazil,3.39E-08
500349,1982,15,Brazil,3.39E-08
600142,1982,15,Brazil,3.39E-08
400331,1982,15,Brazil,3.40E-08
600465,1982,15,Brazil,3.42E-08
100058,1982,15,Brazil,3.45E-08
400289,1980,15,Brazil,3.49E-08
601208,1981,15,Brazil,3.52E-08
601178,1981,15,Brazil,3.53E-08
600171,1981,15,Brazil,3.54E-08
590244,1980,15,Brazil,3.55E-08
690022,1982,15,Brazil,3.55E-08
100045,1980,15,Brazil,3.57E-08
647756,1982,15,Brazil,3.58E-08
500504,1980,15,Brazil,3.70E-08
600181,1981,15,Brazil,3.78E-08
601403,1981,15,Brazil,3.78E-08
603542,1981,15,Brazil,3.79E-08
607535,1982,15,Brazil,3.80E-08
690629,1983,15,Brazil,3.84E-08
500152,1982,15,Brazil,3.85E-08
500366,1981,15,Brazil,3.89E-08
100047,1982,15,Brazil,3.92E-08
400314,1982,15,Brazil,3.94E-08
590062,1982,15,Brazil,3.96E-08
600188,1981,15,Brazil,4.00E-08
400330,1982,15,Brazil,4.08E-08
600115,1982,15,Brazil,4.09E-08
600364,1982,15,Brazil,4.13E-08
400264,1982,15,Brazil,4.16E-08
400314,1982,15,Brazil,4.18E-08
590112,1981,15,Brazil,4.19E-08
690669,1982,15,Brazil,4.20E-08
500372,1981,15,Brazil,4.22E-08
400308,1981,15,Brazil,4.23E-08
601180,1982,15,Brazil,4.32E-08
400303,1982,15,Brazil,4.39E-08
400331,1982,15,Brazil,4.46E-08
601061,1982,15,Brazil,4.46E-08
400021,1982,15,Brazil,4.48E-08
400460,1982,15,Brazil,4.48E-08
100039,1983,15,Brazil,4.52E-08
601935,1981,15,Brazil,4.54E-08
501560,1981,15,Brazil,4.57E-08
502794,1982,15,Brazil,4.60E-08
400326,1981,15,Brazil,4.62E-08
600016,1982,15,Brazil,4.63E-08
500915,1983,15,Brazil,4.66E-08
400017,1983,15,Brazil,4.81E-08
501905,1982,15,Brazil,4.81E-08
400206,1983,15,Brazil,4.90E-08
500152,1982,15,Brazil,4.91E-08
603862,1982,15,Brazil,4.92E-08
100039,1982,15,Brazil,4.93E-08
601094,1982,15,Brazil,4.93E-08
504067,1982,15,Brazil,4.94E-08
600175,1982,15,Brazil,4.94E-08
500116,1981,15,Brazil,4.95E-08
601079,1982,15,Brazil,5.05E-08
400323,1981,15,Brazil,5.06E-08
503028,1981,15,Brazil,5.09E-08
690666,1982,15,Brazil,5.09E-08
501164,1983,15,Brazil,5.19E-08
300026,1983,15,Brazil,5.34E-08
400314,1981,15,Brazil,5.34E-08
590112,1982,15,Brazil,5.37E-08
300062,1983,15,Brazil,5.46E-08
400331,1982,15,Brazil,5.47E-08
505171,1981,15,Brazil,5.50E-08
690032,1982,15,Brazil,5.52E-08
500467,1981,15,Brazil,5.54E-08
490012,1980,15,Brazil,5.55E-08
500504,1982,15,Brazil,5.59E-08
601119,1982,15,Brazil,5.67E-08
601112,1982,15,Brazil,5.70E-08
600119,1982,15,Brazil,5.75E-08
690374,1984,15,Brazil,5.92E-08
690382,1980,15,Brazil,5.94E-08
400416,1981,15,Brazil,6.04E-08
300051,1982,15,Brazil,6.15E-08
400289,1981,15,Brazil,6.15E-08
400327,1982,15,Brazil,6.20E-08
502769,1984,15,Brazil,6.25E-08
690672,1983,15,Brazil,6.28E-08
100045,1981,15,Brazil,6.30E-08
600407,1983,15,Brazil,6.33E-08
600078,1982,15,Brazil,6.37E-08
600226,1983,15,Brazil,6.39E-08
690667,1984,15,Brazil,6.47E-08
600171,1982,15,Brazil,6.49E-08
503208,1983,15,Brazil,6.64E-08
400308,1982,15,Brazil,6.67E-08
500504,1981,15,Brazil,6.74E-08
601288,1983,15,Brazil,6.76E-08
626675,1983,15,Brazil,6.79E-08
590096,1980,15,Brazil,7.13E-08
300062,1983,15,Brazil,7.19E-08
400448,1982,15,Brazil,7.22E-08
600228,1983,15,Brazil,7.26E-08
400364,1982,15,Brazil,7.41E-08
100058,1983,15,Brazil,7.42E-08
600188,1982,15,Brazil,7.43E-08
400331,1983,15,Brazil,7.48E-08
400331,1983,15,Brazil,7.53E-08
400326,1982,15,Brazil,7.68E-08
390009,1982,15,Brazil,7.75E-08
590062,1983,15,Brazil,7.75E-08
500372,1982,15,Brazil,7.76E-08
600181,1982,15,Brazil,7.78E-08
603542,1982,15,Brazil,7.79E-08
603541,1982,15,Brazil,7.80E-08
600325,1983,15,Brazil,7.96E-08
500477,1982,15,Brazil,8.00E-08
400448,1983,15,Brazil,8.08E-08
601077,1983,15,Brazil,8.18E-08
601208,1982,15,Brazil,8.35E-08
400303,1983,15,Brazil,8.37E-08
300061,1982,15,Brazil,8.52E-08
400264,1983,15,Brazil,8.70E-08
400412,1984,15,Brazil,8.74E-08
600967,1983,15,Brazil,8.74E-08
300032,1983,15,Brazil,8.75E-08
200004,1983,15,Brazil,8.83E-08
400416,1983,15,Brazil,8.87E-08
400314,1983,15,Brazil,8.88E-08
601935,1982,15,Brazil,8.96E-08
600425,1983,15,Brazil,9.02E-08
600465,1983,15,Brazil,9.25E-08
